id_str,full_text
1207808532323680256,"@CharterCda @JoshuaBenevide2 @JellybeansRaw @GPerplexo @Zoithica @sugaredpeas @_celia_bedelia_ @OhNoSheTwitnt @jk_rowling Cool, I'll make sure they take you off the pool of schools your children can attend because you can hire tutors, the fire department protecting your home because you have a private firm to protect you, keep the cops away from your property because you have private security."
1207810269499535361,@dadatina @HawaiianKong @jk_rowling not a very good one
1207811064261464064,@Sexual________T @LetruneInedil @jk_rowling yeah lmao
1207806241579454464,@neutralmilkscot @jk_rowling Can we talk about gays being killed in iraq
1207801762960285697,"@jk_rowling Forced out of her job for freaking DISCRIMINATION.
Trans women are women.
From a feminist.... you're wrong in many ways.
Go pick up on another minority. https://t.co/jURt7fjHdh"
1207798862905253894,"@jk_rowling If you are ever able to see my comment, you are telling the truth. I care not for your content, but individuals who deny the truth to coddle people who need help are the real evil. Men can not have menstruals, lack wombs or produce breast milk and women can not produce sperm."
1207800848279130112,@sallybrealey @amoozeboosh @notafootstool @jk_rowling https://t.co/d5rtqVGdtI
1207799980033019905,@_GravityFails @EmilyBanting1 @dickygrace @AlessandraAster @PieOrSudol @jk_rowling “asshat” isn’t a pronoun but fortunately i accept it as a form of address
1207810284007636994,@jkleemann @SheaMackenzie @aliamjadrizvi @jk_rowling i'm trash lmao but trans rights are human rights
1207811523915210752,"@aliamjadrizvi @jk_rowling Because science backs up biology, not your mental fantasies about some people’s feelings"
1207811445590831104,@jk_rowling https://t.co/tU8lq1cZay
1207807152720625667,@TheRealSevyn @w_sheb @mavsfan8 @flannelpajamroz @Variety @jk_rowling You and your friends lmao okay sure
1207804170155089921,"@BrettKunkle @evisceratheist @box_dweller @robodobodong @Bitcoinbam1 @n9ther @sharingus @JediofGallifrey @jk_rowling It’s not encumbent on anyone to prove the absence of a thing. It’s on the believers to prove the existence. But religious people don’t believe in proof, they rely on faith, so any request for proof from them, which they refuse to provide to anyone else, is a disingenuous sham."
1207801003204136960,"@isaisao @transman4trump @jinniepuff @AirborneCoitus @Rebeccalicious @Kilawate @kateolivieri @matumazza @jk_rowling Not an argument. Trans people have the same right to legal protection from violence as heterosexuals. And not sure why would you throw in that ""white"" in here"
1207798604469088261,"@DrSextonGreen @JolyonMaugham @jk_rowling Well she is physiologically wrong to say that everyone is either male or female.  A few people have chromosomal abnormalities. I don't think anyone is saying that they shouldn't be treated with respect, any more that you would someone with Down's syndrome or cystic fibrosis."
1207809260903522304,"@jk_rowling Or you know, don’t be a TERF. But to be honest, way to support Scotland not leaving the UK and assisting in the fear mongering of them falling out of the EU. Way to fuck that one up. But yes, stop being a fucking TERF."
1207800906361659392,"@barton_gy @looktotherose @justinmiyamoto @adorescience @FinnSiegmund @utubeslasher @notafootstool @jk_rowling Actually that has been debunked as well! c:

People born ""female"" can have XY chromosomes and people born ""male"" can have XX chromosomes. There's even some people who dont have strictly XX or XY chromosomes, gender and sex are not as binary as they used to teach us they were."
1207805147985793025,"@ShaynaGrissom @jk_rowling That’s where I get a little angry too. There will always be something fishy about a man, identifying as a women and then benefiting from the fight of biological women, while saying “you and I are the same” when we know that if they were a man we wouldn’t be treated equally..."
1207808303780089856,"@jk_rowling you have the right to your own opinion. Screw these people who are hypocrites. They want to say something but are trying to be PC. If you can't say what's on your mind, then we might as well be communist where you can get killed if you speak out."
1207805231725191169,@subtropicalsys @jcjacquart @WhatsUp_Canada @Salem4Congress @jk_rowling are we discussing this century and part of the world? because i thought that is what we are talking about. the year is 2019 and the country is US/UK
1207799618005688321,@Rapozk @lisamdanish @jk_rowling https://t.co/0DYsKOEtcU
1207811835526819840,"@jk_rowling This breaks my heart you do not have idea how. I always thought you were somebody like the McGonagall you created, now I realise you have been Umbridge all the time"
1207803156932939777,@neutralmilkscot @jk_rowling My trans son was suicidal at AGE NINE. He loves Harry Potter. How someone who writes with such passion about the underdog and understanding others can be such a homophobic TERF just goes to show how complex people apparently are. 🙄 #TransRightsAreHumanRights
1207807850397020161,"@7DKYT @Donna_Beeeee @therulesoftrans @TheresaDewa @jk_rowling 2%, and by your logic that makes redheads abnormal?"
1207807188762124288,"@jk_rowling a 9 yo boy told me he wants to be a girl. Like me his parents are lesbian, unlike me &amp; mine he has learnt self loathing. I said his body is perfect as it is, he just has to be who he is, somewhere along the gender line, &amp; cutting his perfect body would be wrong."
1207810221143408641,"@andylassner @jk_rowling Ever heard of FGM, sexual violence or menstruation huts? 

Or try telling your boss she's not a lesbian but a 'fetishist' if she wouldn't accept male bodyparts in a same sex relationship.

Seeing you're so nonchalant about (women) being fired. With all due respect, of course."
1207809905979265025,"@jk_rowling Frankly, these people are too short bus to realize that no matter how you identify, or what kind of reassignment surgeries you have, XX and XY trumps all of that biologically."
1207803503936245760,i don't like to say i hate anyone but i REALLY hate @jk_rowling
1207803566771068934,@keenemaverick @AmazonChique @jk_rowling It doesn't. Only to you who is trying to shut down this particular conversation as you know you are wrong. You know genetics do matter. Greatly. You would be an absolute fool to try and suggest otherwise... oh.. wait...
1207809496405274624,@TinTwll @AmazonChique @jk_rowling Yes. But why?
1207805444107845633,@jk_rowling Well I guess all your support for the LGB[T] community was just for clout huh? Classic. It was only convenient when people were praising you for making Dumbledore gay.
1207811369384452096,@CategoryBeyond @DrDebraSoh @eugenegu @jk_rowling We’re like not
1207800816918241282,"@Haratkins @K_IngalaSmith @jk_rowling Feminism is about women and for women, it's about not being dictated to by men"
1207798887370637313,@mkay_fain @jk_rowling Excellent article. I remember reading it at the time. Thank you for your bravery and please don't stop speaking out! ❤
1207805248712200192,"@itsashlyperez @jk_rowling no offence but what's a do a queer woman ? 🤔
I apologise for my ignorance 😔"
1207799088219086853,@SamColemanActor @aliamjadrizvi @jk_rowling It's not controversial just because of that... Also this https://t.co/tUB5JbPISf
1207810792013410304,"@jpdailing @BanCharlotte @iheartmindy @jk_rowling You don’t read or listen very well, dude. #MayICallYouDude?"
1207808820845506561,@CharterCda @jcolebrand @JellybeansRaw @GPerplexo @Zoithica @sugaredpeas @_celia_bedelia_ @OhNoSheTwitnt @jk_rowling Name a capitalist government that hasn’t.
1207811130523103232,@sold_orange @helengodfrey88 @tranarchista @delphinium83 @donewithsergiox @GeorgeWade93 @jackappleby @aniobrien @shahmiruk @jk_rowling You asked for word salad. What do u want. An intelligence contest or not.
1207809222026481664,@_celia_bedelia_ @AlanMolin34 @DJMu3L @CatRational @DebbieHayton @MavenOfMayhem @jk_rowling And keeps ^YOU^ from showing people are unintelligent you are.
1207801018907578371,"@TimeForSammy @jowendes @Real15658251 @FifilambertJane @janeclarejones @jade_wayfarer82 @jk_rowling If it’s dehumanizing then it’s quite strange that many trans women are insisting that they are not only women, but also female. They are dehumanizing themselves, apparently. That you consider the word “female” to be misogynistic is, frankly, insane."
1207799494940737538,@ladylurid1 @3succulent_hams @shaun_jen @jk_rowling I need to watch Riverdale then. It sounds awesome.
1207807120143339520,@Steeeeeeeen1 @isaisao @transman4trump @jinniepuff @AirborneCoitus @Rebeccalicious @Kilawate @kateolivieri @matumazza @jk_rowling And like I said/linked an article about - official data doesn't mean much when it's not including accurate stats about trans people.
1207805947369992200,@jk_rowling @pabscat incredible
1207809945682563073,"@jk_rowling Oh, piss off."
1207806332608352256,"@jk_rowling This is disgusting 🤢🤮 As a Harry Potter fan, I’m ashamed"
1207807688702337026,@FunnyPolitical2 @maruzeh @MsBlaireWhite @jk_rowling No they don’t.
1207807717697445888,@jk_rowling eat shit terf
1207798511741198336,@jk_rowling Based
1207811679754563584,"@Goldice11 @JacobTobia @jk_rowling That doesn't matter. You still speak truth to power, regardless of how well off they might be. And yes, you are right. This won't hurt her short term. Long term? Quite possibly."
1207808418515341312,@Nessynish @HaenNoral @GaiaRiot @adambvary @glaad @jk_rowling At least try not to be a hypocrite
1207807624051404801,"Science is a transphobe’s dog whistle. Sex has absolutely nothing to do with so-called “chromosomes” or genitalia. Doctors literally randomly assign sex and gender at birth. When will @jk_rowling understand this?
#CancelJKRowling #JkRowlingIsOverParty #JKRowlingIsATerf"
1207806384630353920,@jk_rowling The fact that these people are offended by this tweet is funny. This is a harmless tweet lol. She literally said do what you want as long as you understand sex is a real thing.... which it is.
1207806558471622656,"@C_Stroop @seemyrawr @WeNeedEU @jk_rowling Yeah, not before they took a bunch of women to court, tried to get young girls topless in a swimming pool, and got a whole bunch of women kicked of twitter for misgendering.

If they were such an obvious troll why didn't trans community reign them in before they harmed women?"
1207808086234324992,@jk_rowling #istandwithmaya
1207804871421751297,@spillage10 @iggdawg @WowitsWhit @JustDavidDavid @ArthurMarf @SquirlWhisperer @tonyposnanski @jk_rowling What if I ask real nicely?
1207803066482774022,@Fem_Liberation @stormylynnlehto @Sprungstring @willwhatiwant @DrDebraSoh @eugenegu @jk_rowling A lot of these crimes are still in part small in comparison and are being used against a community at large. It’s free mongering which is what created a harmful and dangerous world for trans people. It’s so sad to me how similar the suffering is yet the wall of exclusion so firm
1207804866136965120,"@plantsbabey @jk_rowling Of course, it's because all of the testosterone."
1207809823741399046,@SillySatanKitty @DianaBunny1103 @BabyFacedAdult @TheGrampusWife @DrDebraSoh @eugenegu @jk_rowling https://t.co/PHL3gbMuaL
1207810151140462593,"@jk_rowling Oh wow, she finally said it. Well at least now we know what you really are. Sad for all the fans that you let down today."
1207801971220058112,"@GhostwriterJG @DebbieHayton @jk_rowling She's person who has some kind of ""curing"" programm. Like the ""gay healing"" stuff that sadly exists."
1207802450490658816,"@HJoyceGender @jk_rowling Thank you for your brave words.
A reminder from the George Orwell plaque on a wall outside the BBC, 
“If liberty means anything at all it means the right to tell people what they do not want to hear.” George Orwell.
Freedom of speech and belief is seriously under threat."
1207805009666048000,"@jk_rowling I agree with you. A man can believe he is a woman, but prostate cancer will affect him in spite off surgeries and phenomenological perceptions"
1207810870295711744,"@GabbyBreton @sugaredpeas @_celia_bedelia_ @OhNoSheTwitnt @jk_rowling They are trafficked for their sex. Their physical sex. So your point is that the physical sex doesn't matter, but I guarantee when a man is trolling for a ladyboy in Thailand, he is looking for a man with a penis."
1207798919620509697,@jk_rowling Love watching the Left &amp; Feminist eat their own and watching the twisted way they pervert the truth 🤦‍♂️
1207810319201918976,"@LouisatheLast @jk_rowling No it's not.

Unless you're just a trash worker that needs everybody to like them to do their job.

Although that would explain the unemployment rate."
1207799821295337473,"@rorowrii @jameelajamil @jk_rowling Sure, if that's what helps you sleep at night."
1207805874435219456,"@JoanMcAlpine @jk_rowling @bindelj Very interesting article Joan. The need for open discussion on lots of issues is pretty clear; and the more contentious, the more discussion we need. Hope all is good with you. C"
1207805009863286784,@HalfBlackington @jk_rowling @BethLynch2020 and stop name calling it’s beneath you
1207801724062314497,@jameelajamil @jk_rowling there's a lot of trans people who support JK's perspective and have been vocally supportive of Maya on twitter but we shouldn't listen to THOSE trans people right? 🙄
1207801587944411136,@dreamygirl202 @KasparWoods @Behvlnd @DebbieHayton @jk_rowling Nope sorry the only real definition of womanhood it is the ability to have kids. Sorry but I don’t you know go against science. Maybe give that a shot
1207806164672475138,"@cathartiCutie @tL6X9x5f3qh8nq1 @Huggy_Bear064 @MariaFr96318097 @Marieke54874830 @ChrisUmChris @jk_rowling No, she didn't say they should be treated as women. https://t.co/ptEAgCF1I6"
1207804391635537921,@holysaintlord @jcjacquart @WhatsUp_Canada @Salem4Congress @jk_rowling You've never actually done research on transphobia in the west but ok
1207800348477313024,"@subtropicalsys @jcjacquart @Salem4Congress @jk_rowling I did not use the word fake anywhere, I’m sorry your feelings are hurt."
1207810353586819072,"@shialapuv @Shelducks8 @seantcronin @finnelcl @Hezamaru @LegendandLore @DebbieHayton @richmarr @jk_rowling @duncanm No, bad analogy, because those are standard biological terms not defined by mere self-labelling. The standard definition of a woman excludes males who identify as women."
1207809875381751815,@jk_rowling The reality is you just allied yourself with the same people who burned your books because they promoted witchcraft.
1207809317996548099,@jk_rowling I hope you are prepared for amount of abuse you are going to receive from the trans police. They will abuse and bully people just for disagreeing with them. Ironic
1207801676419256321,@jk_rowling With all do respect. This is not about the acknowledgement of biological sex. It is about the respect of people's gender identities. You cannot proclaim you will refuse to respect your coworkers' and clients' identities and still expect to keep your job.
1207812601243033600,@jk_rowling really needs to get jiving to trans trance ASAP or she gonna get end up getting jabbed in the face by the LGBTQIIAA+ community and end up cancelled. 🏳️‍🌈 #lovewins #loveislove
1207807313110851584,"@glaad @jk_rowling Science says very specifically, unequivocally that there are two sexes, Y and X. Liberals cannot undo God's work,  evolution or science; whichever deity you believe. Rowling is a misguided liberal, but correct about sexes"
1207799093176741890,@KTHopkins @jk_rowling https://t.co/QtgQxApvPb
1207802349588230144,@BanCharlotte @iheartmindy @jk_rowling To trial
1207802516190064641,@xxmatias8823xx @MsBlaireWhite @jk_rowling Blaire probably cares more about protecting individual liberty than getting called a dude sometimes.
1207810248414642176,@GabbyBreton @sugaredpeas @_celia_bedelia_ @OhNoSheTwitnt @jk_rowling So you mean males are trafficked? Yes they are. And who are the punters? Men? Are males trafficked for their sex? Even when they are forced to wear a dress? Yes
1207801576724877312,@BethCharlotteP @jk_rowling My NB heart is broken. Can we just go back to talking about how great oat milk is?
1207799811128385539,"@odanu @Haratkins @Lauz9888 @K_IngalaSmith @jk_rowling You r a saint don’t be shy 
https://t.co/r0cjN6P967 https://t.co/H7rDe9cRBM"
1207805816188940288,"@DebbieHayton @MavenOfMayhem @jk_rowling oh my stars did you just tell amanda to join your campaign 

I cannot— 🤣"
1207802710864617472,"@MaNgAkAfReAk @jillpromoli @jk_rowling @VanessaFordDC @MavenOfMayhem Oh no I think this is were I strongly disagree. Having ovaries and a uterus, getting periods, the testosterone in sperm, all these are known to have major impacts not only in our personalities but in our everyday life. Do you not think pregnant woman are more hormonal 😬 I mean.."
1207804943140298752,"@WordsbyKK @jk_rowling It’s worth looking at what has happened in countries that have had self-identification for a while (very few people self identify, no male football teams have suddenly claimed to be female). You’ve got to be pretty committed to risk all the hate that goes with being openly trans."
1207805626019135490,Decent piece in the spectator (about how @jk_rowling has helped to shift this into public consciousness  https://t.co/Iv19PqnyfP  #IStandwithMaya
1207799369476517888,"@NicoleAMaines @jk_rowling You tell her, Nicole!"
1207810240001060875,@shahmiruk @jk_rowling READ A DIFFERENT BOOK
1207806228849672200,@pinata1138 @_celia_bedelia_ @jk_rowling Heaven's above what a completely useless tweet. A complete waste of pixels.
1207804196608708609,@rothery_mark @emoceliya @BerkanWayne @_celia_bedelia_ @CatRational @DebbieHayton @MavenOfMayhem @jk_rowling I'd suggest reaching out to those athletes &amp; appropriately asking that they explain the rules they have to abide by &amp; the tests they have pass to qualify for those competitions. It's not as easy to qualify as transphobes make it out to be.
1207805224829640704,"@DebbieHayton @MavenOfMayhem @jk_rowling I hope you realize how lucky you are to not wake up everyday, feeling like you’re in the wrong skin. I also hope you realize one day, before you’re dead, that letting people be themselves isn’t an attack on your well being."
1207801927154589698,@DarkKnightRev1 @marcyjcook @jk_rowling UNWORTHY
1207804396840591361,@BafienMorin @robbystarbuck @jk_rowling Walking is not a human function defined in part by human identity. Your argument is a false equivalence. Try again.
1207799943949422594,"@posts_modernist @jillpromoli @jk_rowling @VanessaFordDC @MavenOfMayhem It's really too complicated to be discussed accurately on Twitter, but here's a simplified version of one of the differences.
Sex is caused (partially) by gender. Gender isn't caused by sex.
(1/2)"
1207810136120672258,"@NckMason26 @THEREALISTERRP1 @Pandragon420 @MavenOfMayhem @jk_rowling Comes from a latin form meaning to change.
Transaction
Transition 
Translate
Transfuse

Need more?"
1207801922314481666,"@jk_rowling Ms. Rowling, look at the people agreeing with this tweet and think if they’re the people you want to be standing with."
1207803498722713600,"@EggBone87 @nct_yeet @MissChievous918 @enkypanky @fakecalico @JacobMacKenzie1 @socialtechno @jack_le_e @shahmiruk @jk_rowling Of course, but does that idea take away the reality of the current situation of how things actually exist? No.
We work in the parameters that do exist, to the best of our ability, with the hopes of change, and reform, among other things."
1207811652692910080,"@SassyOlli @GeesusWillSaveU @jk_rowling If there is proof of us changing a humans dna and genetic make-up after the conception (not the genetic altering that Chinese scientist did) I would love to see it. Completely suppressing all hormones, changing organ structure for the new body, and suppressing or increasing body"
1207809372631556098,"@JenelopeJohnson @DianaBunny1103 @BabyFacedAdult @TheGrampusWife @DrDebraSoh @eugenegu @jk_rowling You know how binary code only has two modes: True and False, but can program vastly complicated games that simulate whole universes? 
Did you know you could write whole books in binary code if you wanted too?"
1207803838713024513,"@WowitsWhit @iggdawg @JustDavidDavid @ArthurMarf @SquirlWhisperer @tonyposnanski @jk_rowling Hi
I’m trans
It has been proven, by therapist and doctors, that I am a male.
My body reacts in different ways to yours. I may have a vagina, but I am in now way a female. 
Do we understand now?"
1207799727170830336,"@LilyAndBread @clovhamm @katee_bo_batee @MaraWilson @jk_rowling Yet on this point you are aligning with them, and it begs the question why these oppressive groups agree with you"
1207800873713319936,@shahmiruk @jk_rowling 😂😂😂😂😂🤦🏽‍♂️🤦🏽‍♂️
1207803976525189121,@DrBreachs @A4587GA @camcamdamn @OhNoSheTwitnt @BreulEme @jonnyblackout @_celia_bedelia_ @jk_rowling I understand feelings but to keep competitive sports fair we MUST do genetic testing. If there is a Y chromosome in her or any ones genetic profile they have an unfair advantage in woman’s sports. I have no issue calling her she Ms. Miss but in sports she has an unfair advantage
1207805547409362944,"@Mom4Inclusion @WaltDisneyWorld @jk_rowling SAME. We have been giving her side eye for a while, but this was confirmation. 

We are going to Universal specifically for HP the day after Xmas. Fam has tix for Cursed Child as a Xmas gift.  My kids want their childhoods back."
1207802924811898881,@der_merlijn @Glinner @richmarr @jk_rowling @duncanm Not true. I'm on the left and I totally applaud his stance.
1207807953958342656,@lydiafhall @seamj11 @cmclymer @jk_rowling 🤣
1207811490939572227,@jk_rowling Thank you for being honest :)
1207812562273939462,"@JellybeansRaw @jcolebrand @JoshuaBenevide2 @GPerplexo @Zoithica @sugaredpeas @_celia_bedelia_ @OhNoSheTwitnt @jk_rowling Depends where you live, but here we have a human rights code"
1207798599800807427,@KProtein19 @adambvary @glaad @jk_rowling Surely they want to discuss her retracting her statement and going on an apology tour ala @mariolopezviva. Good for her. I hope she doesn't back down
1207798854927683585,"@GlykKyle @afarmer1958 @jk_rowling Irony

For Kyle it's like goldy and bronzy, but made out of iron https://t.co/GYD2noSSGi"
1207808525755469830,"Don’t attack the woman who saved me from my anxiety and depression. @jk_rowling is great and y’all probably took something out of context. I’ll wait for her response, but I’m in the Rowling Army."
1207799517489311744,@FranDav @SydneyEFalk @glaad @TakedownMRAs @jk_rowling https://t.co/H81a1WMRBQ
1207800516065026048,@eva_kurilova @adambvary @glaad @jk_rowling Is that definitely an orange? It looks more like a straw man to me.
1207804914061185034,"@holysaintlord @jcjacquart @WhatsUp_Canada @Salem4Congress @jk_rowling Here you go.
https://t.co/mmbDhpyW8s"
1207802543239258114,@PainPerdu8bit @SweetJane451 @glaad @marcyjcook @jk_rowling Identity has nothing to do with SEX.
1207800964260024320,"@paulakoalakat @chaseawall @SA07_2 @jk_rowling It literally means ""trans-exclusionary radical feminist"", if you didn't know. make your own conclusions."
1207798104461852672,"@radicalhag @janeclarejones @jade_wayfarer82 @jk_rowling Imagine calling ""TERF"" a misogynist term when the people it's meant to describe literally don't accept certain women as real women 🤪"
1207810081024356353,@lolacoaster @jk_rowling Seems like a terrible strategy to equate upholding common sense with being a transphobe. Who would not want to be one?
1207800449761456130,"@jk_rowling How unfortunate - I did so much enjoy the Harry Potter series, but I *will not support gender critical bigotry*.  

I stand with trans women.  Thanks, also, for denying my existence."
1207807887524777984,@jk_rowling O wow. Ur transphobic.
1207803687533453312,@jk_rowling Why? Why did you ruin everything?
1207811321867231233,"@papa_shownu @HollaDollaDeals @DJ5540 @seemyrawr @ohjeezriley @maddyks_ @CaiJauncey @jk_rowling Whoever said anything about not adhering to your gender because it's oppressive? What? I just gave the meaning of cisgender, you ok?"
1207801173706596353,"@LetruneInedil @DerKDamnit @jk_rowling You exist.
If you want to be full status female, unfortunately/historically, that might mean being harassed @ work, unwelcome there and not being given equal pay."
1207802601191796736,"I REALLY can't with @jk_rowling and her TERF transphobic views. I know we are all complex people with layers and that no one is perfect. But for someone who created a whole world with lessons on inclusion and anti bigotry, she sure doesn't get it. 💔

#TransRightsAreHumanRights"
1207804416646172674,"@jk_rowling One ""for her"" was repeated, sorry"
1207800573329887233,@HRC @YouKnowItsSuik @jk_rowling
1207802213285978113,@jk_rowling yikes
1207799789104062473,@notafootstool @jk_rowling She's a grown WOMAN and can say what she wants!
1207802145615106048,"@andylassner @jk_rowling Some of the most vulnerable &amp; marginalised people in the world = females. Baby girls are killed for being worthless, women die in childbirth. Girls aren't allowed to go to school &amp; can't afford tampons. Girls are married off, we're raped &amp; abused. We earn less. I stand by us."
1207810567882207232,"@willwhatiwant @Fem_Liberation @Sprungstring @DrDebraSoh @eugenegu @jk_rowling see that’s just as invalidating but at least you respectfully participate. I don’t believe in god but I don’t use people’s prayers as a moment to speak out against them, I just bow my head while they say grace. Not everything is objective reality, some social courtesy."
1207809270378565633,"@KateofLate8 @ZoMoore8 @MaraWilson @jk_rowling Thank you, Kate."
1207802098693197824,"@GeraldJo_33 @jk_rowling No. I know I will never be ""biologically female"" I'm not stupid or delusional. But im still now female. I have a vagina, I go to a obgyn, i get pap smears and have the pleasure of getting mammograms. Ya'll can try to deny us our genders all you want but you're still wrong."
1207808502057590785,@SarahSpartacus @Behvlnd @jk_rowling 😂
1207809436036796418,"@nutraldrilhotel @MrOzAtheist @seonf @cblinIin @jk_rowling Change gender, not biological sex. One is possible the other is not and no amount of delusion will change that. Accepting reality is not against trans peoples existance."
1207804939046707200,"@frromeosensini1 @PaprikaLady @lisamdanish @jk_rowling If there are 2 sexes and then we find 100 more variations of sex that don't fit into either group, then there are now 102 sex variations."
1207806418088341504,@JPrincess78 @thetransglobe @ryotacchii @glaad @jk_rowling that is not an argument nor an answer
1207800938754379777,"@druasmith @LydiaStephen @thatgurl009 @MaraWilson @jk_rowling yea because the lions have manes, duh. Have wildlife yogurts taught you nothing?
="
1207801130056593410,@PattyArquette @jk_rowling But then wait. If you're saying that medically they wouldn't be considered women then please explain exactly what was incorrect about Ms.Rowlings statement?
1207807262833684481,"@SpardaStonerule @ehope_n @shahmiruk @jk_rowling Do you have any examples of radical feminists telling trans people they deserve to be killed? No...thought not. 

..but there is no end of people telling 'terfs' they deserve to die, to be hung, shot, burnt, raped and throat punched. So yes words are violence"
1207803760241762304,"@jpdailing @iheartmindy @jk_rowling Wow, too crazy for the left????  What has the world come too?"
1207799243580301314,@angel_babii1 @DebbieHayton @MavenOfMayhem @jk_rowling He's literally not 😂😂😂😂😂😂😂😂😂😂😂😂😂
1207803147613278209,@notafootstool @jk_rowling Because she doesn't live her life to please only you. Get over yourself.
1207804385184636928,@jk_rowling You are a legend❤️
1207798357042839552,@Nicolaj_Gericke @not_brendon @GQueerDeer @facioquodvolo @KirstiMiller30 @praisehonk @parislees @jk_rowling @AllAboutTrans FYI pretty well reasoned out https://t.co/H8Zm9n5F54
1207811924378968064,@iggdawg @Ferdelance @WowitsWhit @JustDavidDavid @ArthurMarf @SquirlWhisperer @tonyposnanski @jk_rowling If it’s made with a watermark and vertical camera the filmmaker in me will actually cry
1207811637698277377,"@Lizardisanerd @Nicolaj_Gericke @KirstiMiller30 @praisehonk @parislees @jk_rowling @AllAboutTrans False in what reality? The science is clear on this. It’s weird the science even needs to be debated though.

https://t.co/Ttsx8HLvTy"
1207803722799157248,@ZombieTron @trinityb38 @polearmguy @Fisher_Download @pokemorphh @jk_rowling So you're agender?
1207807307620474883,@ShakesisterGrim @jk_rowling Remember ladies feminist don’t champion the rights of women only their pet Muslims and Trans https://t.co/FVEtkNtXo8
1207812784446214144,"@jk_rowling I think you meant gender, and I’m devastated you don’t have something better to write than this transphobic and ignorant tweet. You should apologize for this. This is heartbreaking."
