id_str,full_text,retweeted_status.id_str,retweeted_status.full_text,conservative
1.2165E+18,"RT @soyingridbeck: ""Mujeres, vayan a votar pensando en sus intereses. Es lo que llevan haciendo los hombres toda la vida."" 
""Quiero ser una…",1.21E+18,"""Mujeres, vayan a votar pensando en sus intereses. Es lo que llevan haciendo los hombres toda la vida."" 
""Quiero ser una mujer que tenga el derecho de elegir cuándo quiero tener mis hijos y con quién. Los hombres llevan haciéndolo durante años."" #MichelleWilliams #GoldenGlobes https://t.co/26ZkaXTU04",
1.21649E+18,RT @GeauxTrump2016: @TimRunsHisMouth #MichelleWilliams was HW the father? https://t.co/DHFEdlCDts,1.22E+18,@TimRunsHisMouth #MichelleWilliams was HW the father? https://t.co/DHFEdlCDts,
1.21649E+18,"RT @Carolin22587741: #MichelleWilliams wearing Epstein’s bedsheet? 
Orange seems to be the killers color of choice https://t.co/8sqL1Ad2cH",1.21E+18,"#MichelleWilliams wearing Epstein’s bedsheet? 
Orange seems to be the killers color of choice https://t.co/8sqL1Ad2cH",
1.21649E+18,"RT @Judy_Taya: #MichelleWilliams is a selfish, detestable, horrible person. https://t.co/JLoe68JLLM",1.21E+18,"#MichelleWilliams is a selfish, detestable, horrible person. https://t.co/JLoe68JLLM",1
1.21649E+18,"RT @3John1verse4: Psalm 106:37-38 (KJV)
37 Yea, they sacrificed their sons and their daughters unto devils,
38 And shed innocent blood, eve…",1.22E+18,"Psalm 106:37-38 (KJV)
37 Yea, they sacrificed their sons and their daughters unto devils,
38 And shed innocent blood, even the blood of their sons and of their daughters, whom they sacrificed unto the idols of Canaan: and the land was polluted with blood.

#MichelleWilliams #KJV https://t.co/1Fi6Z1NSEd",1
1.21649E+18,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.22E+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1
1.21649E+18,"RT @conservcomadres: Michelle Williams wore her abortion like a badge of honor. 
Artist: Kayla Rose #sadtimes #michellewilliams https://t.c…",1.21E+18,"Michelle Williams wore her abortion like a badge of honor. 
Artist: Kayla Rose #sadtimes #michellewilliams https://t.co/Xh3ogNzyFy",1
1.21649E+18,RT @sewwutnow: Nice. So are we to all be thrilled that she aborted her baby just so that she cud win this #GoldenGlobe tonight? Of course w…,1.21E+18,"Nice. So are we to all be thrilled that she aborted her baby just so that she cud win this #GoldenGlobe tonight? Of course we are! Winning a statue is SO VERY important, and damn any stinkin baby who might get in the way of that precious award! #goldenglobes2020 #MichelleWilliams https://t.co/QwLe9wqeo0",1
1.21648E+18,"#GoldenGlobes #MichelleWilliams 
#LifeIsPrecious https://t.co/eRd80Mnpvj",,,
1.21648E+18,"RT @GDIGM: ""Women, please vote in your own self-interests. It's what men have been doing for years, which is why the world looks so much li…",1.21E+18,"""Women, please vote in your own self-interests. It's what men have been doing for years, which is why the world looks so much like them. Don't forget: we are the largest voting body in this country. Let's make it look more like us."" 
The incredible #MichelleWilliams #GoldenGlobe https://t.co/DiTRVBcM8C",0
1.21647E+18,"RT @soyingridbeck: ""Mujeres, vayan a votar pensando en sus intereses. Es lo que llevan haciendo los hombres toda la vida."" 
""Quiero ser una…",1.21E+18,"""Mujeres, vayan a votar pensando en sus intereses. Es lo que llevan haciendo los hombres toda la vida."" 
""Quiero ser una mujer que tenga el derecho de elegir cuándo quiero tener mis hijos y con quién. Los hombres llevan haciéndolo durante años."" #MichelleWilliams #GoldenGlobes https://t.co/26ZkaXTU04",
1.21646E+18,"@JohnLoudon @steveminnis @BenedictineKS @RavenWSoccer @LincolnRoblee #prolife #prochoice 
#MichelleWilliams #GoldenGlobes #Hannity #LauraIngraham",,,
1.21646E+18,"#MichelleWilliams murdered her child to get a shitty participation trophy. You can still do plenty of blow, and suck dick for a small part in a film no one will remember in 20 years without murdering children you soulless, piece of human trash. 

#GoldenGlobes",,,1
1.21646E+18,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.22E+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1
1.21645E+18,Quien fue el genio que se le ocurrió castear a #AnaDeArmas para interpretar a #MarilynMonroe en la nueva bio-pic “Blonde” nunca me gustó #MichelleWilliams bueno de hecho nunca me han gustado sus actuaciones,,,
1.21645E+18,"RT @ElianaCabrera9: Estudio con mi hijo de 8 años y su libro de EESS dice:

«Los derechos nos autorizan a actuar de determinada manera siem…",1.22E+18,"Estudio con mi hijo de 8 años y su libro de EESS dice:

«Los derechos nos autorizan a actuar de determinada manera siempre que nuestras acciones no perjudiquen a los demás».

Si #MichelleWilliams lo hubiera estudiado tal vez no hubiera matado a su hijo para seguir su carrera.",
1.21645E+18,RT @CaldronPool: #GoldenGlobes #MichelleWilliams https://t.co/b562VKzHDu,1.21E+18,#GoldenGlobes #MichelleWilliams https://t.co/b562VKzHDu,
1.21645E+18,#CounterCultural #Life #Choice #GoldenGIobes2020 #MichelleWilliams #DreamsWITHbabies @theblaze https://t.co/WvAIEFid53,,,
1.21645E+18,"RT @nelleNOTE: La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobe…",1.21E+18,"La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobes grazie all'#aborto: ""No, Michelle. E lo dico a tutte le #donne, i #figli non ci impediscono di realizzare i nostri sogni!”

https://t.co/vduj4w9jty https://t.co/OHuFEc9j2p",
1.21645E+18,"RT @MBNAmerica: For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams…",1.22E+18,"For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams https://t.co/dfJTjKZGa3",1
1.21644E+18,"RT @conservcomadres: Michelle Williams wore her abortion like a badge of honor. 
Artist: Kayla Rose #sadtimes #michellewilliams https://t.c…",1.21E+18,"Michelle Williams wore her abortion like a badge of honor. 
Artist: Kayla Rose #sadtimes #michellewilliams https://t.co/Xh3ogNzyFy",1
1.21644E+18,"RT @MBNAmerica: For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams…",1.22E+18,"For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams https://t.co/dfJTjKZGa3",1
1.21644E+18,RT @rulajebreal: #MichelleWilliams delivering a passionate defense of a woman's rights: “When it is time to vote please do so in your own s…,1.21E+18,"#MichelleWilliams delivering a passionate defense of a woman's rights: “When it is time to vote please do so in your own self-interest. It's what men have been doing for years,We are the largest voting body in this country. Let’s make it look more like us”
https://t.co/5tfTyIkiRV",0
1.21644E+18,"RT @MBNAmerica: For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams…",1.22E+18,"For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams https://t.co/dfJTjKZGa3",1
1.21644E+18,"RT @MBNAmerica: For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams…",1.22E+18,"For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams https://t.co/dfJTjKZGa3",1
1.21644E+18,"RT @MBNAmerica: For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams…",1.22E+18,"For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams https://t.co/dfJTjKZGa3",1
1.21644E+18,"For what will it profit a woman if she gains a Golden Globe, but forfeits her child’s life? #goldenglobes #michellewilliams https://t.co/dfJTjKZGa3",,,1
1.21643E+18,"RT @ElianaCabrera9: Estudio con mi hijo de 8 años y su libro de EESS dice:

«Los derechos nos autorizan a actuar de determinada manera siem…",1.22E+18,"Estudio con mi hijo de 8 años y su libro de EESS dice:

«Los derechos nos autorizan a actuar de determinada manera siempre que nuestras acciones no perjudiquen a los demás».

Si #MichelleWilliams lo hubiera estudiado tal vez no hubiera matado a su hijo para seguir su carrera.",
1.21643E+18,"RT @mercatornet: ""Ignoring wanted #pregnancy #abortions, acting as if only unwanted pregnancies were ever aborted, tends to understate how…",1.22E+18,"""Ignoring wanted #pregnancy #abortions, acting as if only unwanted pregnancies were ever aborted, tends to understate how much hurt is out there for #women after #abortion.""
https://t.co/9AdVDoprrj
#womenshealth #WomensRights #MichelleWilliams #GoldenGlobes #bioethics #healthcare",
1.21643E+18,"RT @ElianaCabrera9: Estudio con mi hijo de 8 años y su libro de EESS dice:

«Los derechos nos autorizan a actuar de determinada manera siem…",1.22E+18,"Estudio con mi hijo de 8 años y su libro de EESS dice:

«Los derechos nos autorizan a actuar de determinada manera siempre que nuestras acciones no perjudiquen a los demás».

Si #MichelleWilliams lo hubiera estudiado tal vez no hubiera matado a su hijo para seguir su carrera.",
1.21642E+18,RT @CaldronPool: #GoldenGlobes #MichelleWilliams https://t.co/b562VKzHDu,1.21E+18,#GoldenGlobes #MichelleWilliams https://t.co/b562VKzHDu,1
1.21642E+18,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.22E+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1
1.21642E+18,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.22E+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1
1.21642E+18,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.22E+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1
1.21642E+18,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.22E+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1
1.21642E+18,"RT @V_actually: Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwash…",1.22E+18,"Hollywood's full of sexual deviants &amp; pedophiles that have sold their souls for fame.

It’s amazing the amount of brainwashing &amp; narcism to believe people would see this as a 'self sacrifice' by #MichelleWilliams

She did sacrifice something .. but it wasn’t hers to sacrifice. https://t.co/S9C5A5ttih",1
1.21641E+18,#GoldenGlobes 2020 #ChristopherAbbott #RussellCrowe #TheLoudestVoice #JaredHarris #SamRockwell #SachaBaronCohen #TheSpy #KaitlynDever #JoeyKing #HelenMirren #CatherinetheGreat #MerrittWever #MichelleWilliams #PatriciaArquette #ToniCollette #HollywoodCiak https://t.co/2ebqphegZD,,,
1.21641E+18,#HollywoodCiak 1688 #Venom #TomHardy #MichelleWilliams #RizAhmed #ScottHaze #ReidScott #WoodyHarrelson #comics #Marvel #EddieBrock #AnneWeying #CarltonDrake #Riot #scientist #symbiotes #alien #duality #antihero #samples #hosts #journalist #MRI #reporter https://t.co/1DLWpv7Wbx,,,
1.21641E+18,I know I’m late in the game but can we talk about #MichelleWilliams speech at the @goldenglobes ??? What do you think about it? #choices #GoldenGlobes @FosseVerdonFX @hulu #Hulu #FosseVerdonFX https://t.co/DBCpj96vqz,,,
1.21641E+18,"RT @soyingridbeck: ""Mujeres, vayan a votar pensando en sus intereses. Es lo que llevan haciendo los hombres toda la vida."" 
""Quiero ser una…",1.21E+18,"""Mujeres, vayan a votar pensando en sus intereses. Es lo que llevan haciendo los hombres toda la vida."" 
""Quiero ser una mujer que tenga el derecho de elegir cuándo quiero tener mis hijos y con quién. Los hombres llevan haciéndolo durante años."" #MichelleWilliams #GoldenGlobes https://t.co/26ZkaXTU04",
1.21641E+18,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.22E+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1
1.21641E+18,"Estudio con mi hijo de 8 años y su libro de EESS dice:

«Los derechos nos autorizan a actuar de determinada manera siempre que nuestras acciones no perjudiquen a los demás».

Si #MichelleWilliams lo hubiera estudiado tal vez no hubiera matado a su hijo para seguir su carrera.",,,
1.21641E+18,"RT @Chavivohra: ""Women are the largest voting body in the country. Let's make it look more like us.""
#MichelleWilliams @goldenglobes 

@Pam…",1.21E+18,"""Women are the largest voting body in the country. Let's make it look more like us.""
#MichelleWilliams @goldenglobes 

@PamelaFalk @_PriyankaCRaina @PattyArquette @RobertoValentUN @kiranshaw @kapoors_s @KirenShrivastav @emilyslist @BillieJeanKing @ava 
 https://t.co/4G1e6EihNG",0
1.21641E+18,"RT @Chavivohra: ""Women are the largest voting body in the country. Let's make it look more like us.""
#MichelleWilliams @goldenglobes 

@Pam…",1.21E+18,"""Women are the largest voting body in the country. Let's make it look more like us.""
#MichelleWilliams @goldenglobes 

@PamelaFalk @_PriyankaCRaina @PattyArquette @RobertoValentUN @kiranshaw @kapoors_s @KirenShrivastav @emilyslist @BillieJeanKing @ava 
 https://t.co/4G1e6EihNG",0
1.2164E+18,"As actress #MichelleWilliams pointed out at the #GoldenGlobes, a choice is a powerful thing to have. Check out her powerful speech - and the #femalefounder it reminded us of:
https://t.co/xHl7k1jGBX",,,0
1.2164E+18,"RT @AccountistLisa: THANK YOU #MichelleWilliams for your courageous and thoughtful remarks!
💋💋💋
Camera techs and producers, getting audienc…",1.21E+18,"THANK YOU #MichelleWilliams for your courageous and thoughtful remarks!
💋💋💋
Camera techs and producers, getting audience reactions- well done! 🥰🥰🥰 https://t.co/kd6SRP5yPE",0
1.2164E+18,"RT @Chavivohra: ""Women are the largest voting body in the country. Let's make it look more like us.""
#MichelleWilliams @goldenglobes 

@Pam…",1.21E+18,"""Women are the largest voting body in the country. Let's make it look more like us.""
#MichelleWilliams @goldenglobes 

@PamelaFalk @_PriyankaCRaina @PattyArquette @RobertoValentUN @kiranshaw @kapoors_s @KirenShrivastav @emilyslist @BillieJeanKing @ava 
 https://t.co/4G1e6EihNG",0
1.2164E+18,"RT @BDucklingg: Being a mother by choice and pursuing your dreams are BOTH a win ♥️
Empower women and celebrate their right to choose inste…",1.22E+18,"Being a mother by choice and pursuing your dreams are BOTH a win ♥️
Empower women and celebrate their right to choose instead of tearing them down. #prochoice #ProChoiceIsProWoman #ProWoman #empoweringwomen #RightToChoose #MichelleWilliams #IStandWithWomen https://t.co/A9PigJ0Nvd",0
1.2164E+18,"RT @nelleNOTE: La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobe…",1.21E+18,"La risposta di #LeahDarrow, modella con 5 figli, a #MichelleWilliams dopo la sua dichiarazione di aver vinto al #GoldenGIobes grazie all'#aborto: ""No, Michelle. E lo dico a tutte le #donne, i #figli non ci impediscono di realizzare i nostri sogni!”

https://t.co/vduj4w9jty https://t.co/OHuFEc9j2p",
1.2164E+18,RT @RealSheilaZ: It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal…,1.22E+18,"It occurred to me she’s holding a golden calf (idol) and bragging about the human sacrifice she made to acquire it. #Baal #Molech 
#MichelleWilliams https://t.co/hlr49CbEX6",1
